Date,Open,High,Low,Close,Adj Close,Volume,5MA,8MA,13MA,12EMA,26EMA,MACD
5/22/1980,0.954026,0.976563,0.954026,0.946514,0.00411,5541100,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
5/23/1980,0.974059,0.994091,0.974059,0.946514,0.004216,19793300,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
5/27/1980,0.996595,1.006611,0.996595,0.946514,0.004237,10623000,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
5/28/1980,0.999099,1.006611,0.994091,0.946514,0.004227,9834200,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
5/29/1980,0.996595,1.001603,0.989083,0.946514,0.004195,4562700,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
5/30/1980,0.989083,0.994091,0.959034,0.946514,0.00427,13138900,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
6/2/1980,0.991587,0.991587,0.89393,0.946514,0.004205,10962400,0.946514,0.946514,0.946514,0.946514,#N/A,#N/A
6/3/1980,0.976563,0.984075,0.971554,0.946514,0.004205,4517800,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/4/1980,0.976563,0.994091,0.974059,0.946514,0.004281,7248400,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/5/1980,0.999099,1.016627,0.999099,0.946514,0.004346,12719600,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/6/1980,1.009115,1.019131,1.004107,0.946514,0.004367,6834000,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/9/1980,1.014123,1.019131,0.994091,0.946514,0.004313,7258400,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/10/1980,1.001603,1.006611,0.996595,0.946514,0.004324,7318300,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/11/1980,1.004107,1.011619,1.001603,0.946514,0.004335,7942300,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/12/1980,1.006611,1.011619,0.994091,0.946514,0.004313,6879000,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/13/1980,1.001603,1.004107,0.991587,0.946514,0.004292,9275100,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/16/1980,0.996595,1.006611,0.996595,0.946514,0.004313,12330200,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/17/1980,1.001603,1.019131,1.001603,0.946514,0.004389,11142100,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/18/1980,1.016627,1.016627,1.009115,0.946514,0.004356,11556500,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/19/1980,1.011619,1.016627,0.996595,0.946514,0.004292,16293900,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/20/1980,0.996595,1.006611,0.991587,0.946514,0.004324,12984200,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/23/1980,1.004107,1.011619,1.004107,0.946514,0.004356,11157100,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/24/1980,1.011619,1.026643,1.001603,0.946514,0.0044,10707800,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/25/1980,1.026643,1.041667,1.026643,0.946514,0.004464,9919100,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/26/1980,1.036659,1.041667,1.031651,0.946514,0.004443,6265000,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/27/1980,1.031651,1.041667,1.024139,0.946514,0.004464,6155100,0.946514,0.946514,0.946514,0.946514,0.946514,0
6/30/1980,1.034155,1.034155,1.026643,0.946514,0.004443,4163300,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/1/1980,1.031651,1.041667,1.024139,0.946514,0.004486,7023700,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/2/1980,1.041667,1.069211,1.039163,0.946514,0.004594,10478200,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/3/1980,1.066707,1.071715,1.066707,0.946514,0.004604,15155700,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/7/1980,1.069211,1.069211,1.056691,0.946514,0.004594,7972200,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/8/1980,1.066707,1.076723,1.061699,0.946514,0.004626,7263400,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/9/1980,1.074219,1.084235,1.066707,0.946514,0.004604,6025300,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/10/1980,1.066707,1.066707,1.056691,0.946514,0.004551,5551100,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/11/1980,1.056691,1.081731,1.054187,0.946514,0.004637,5211600,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/14/1980,1.076723,1.099259,1.074219,0.946514,0.004734,6274900,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/15/1980,1.099259,1.119291,1.091747,0.946514,0.004702,9874200,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/16/1980,1.091747,1.101763,1.091747,0.946514,0.004702,6839000,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/17/1980,1.091747,1.106771,1.091747,0.946514,0.004755,9260200,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/18/1980,1.104267,1.111779,1.069211,0.946514,0.004777,7248400,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/21/1980,1.109275,1.111779,1.101763,0.946514,0.004766,4877200,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/22/1980,1.106771,1.114283,1.094251,0.946514,0.004712,6464600,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/23/1980,1.094251,1.101763,1.081731,0.946514,0.004691,9889200,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/24/1980,1.089243,1.091747,1.079227,0.946514,0.004648,7053700,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/25/1980,1.079227,1.084235,1.076723,0.946514,0.004658,6200100,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/28/1980,1.081731,1.086739,1.079227,0.946514,0.00468,4902100,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/29/1980,1.089243,1.101763,1.089243,0.946514,0.004734,6185100,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/30/1980,1.111779,1.121795,1.111779,0.946514,0.004831,7308300,0.946514,0.946514,0.946514,0.946514,0.946514,0
7/31/1980,1.121795,1.126803,1.104267,0.946514,0.004852,6459600,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/1/1980,1.124299,1.124299,1.104267,0.946514,0.004831,7572900,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/4/1980,1.121795,1.124299,1.114283,0.946514,0.004831,4587600,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/5/1980,1.121795,1.134315,1.119291,0.946514,0.004852,6674300,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/6/1980,1.121795,1.121795,1.101763,0.946514,0.004788,22399100,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/7/1980,1.111779,1.121795,1.111779,0.946514,0.004809,8835800,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/8/1980,1.121795,1.136819,1.121795,0.946514,0.004863,13134000,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/11/1980,1.129307,1.146835,1.129307,0.946514,0.004939,8556300,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/12/1980,1.146835,1.164363,1.146835,0.946514,0.004939,12874400,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/13/1980,1.146835,1.151843,1.136819,0.946514,0.004896,19893100,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/14/1980,1.136819,1.161859,1.131811,0.946514,0.005003,11187100,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/15/1980,1.161859,1.164363,1.151843,0.946514,0.004971,6265000,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/18/1980,1.149339,1.149339,1.131811,0.946514,0.004885,7642800,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/19/1980,1.134315,1.136819,1.121795,0.946514,0.004831,11641300,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/20/1980,1.121795,1.131811,1.121795,0.946514,0.004863,8291700,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/21/1980,1.131811,1.141827,1.131811,0.946514,0.004917,7433100,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/22/1980,1.141827,1.149339,1.134315,0.946514,0.004885,8870800,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/25/1980,1.131811,1.131811,1.119291,0.946514,0.004831,7118600,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/26/1980,1.121795,1.129307,1.116787,0.946514,0.004831,7218400,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/27/1980,1.116787,1.116787,1.094251,0.946514,0.004734,17322200,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/28/1980,1.099259,1.099259,1.086739,0.946514,0.004702,5546100,0.946514,0.946514,0.946514,0.946514,0.946514,0
8/29/1980,1.091747,1.094251,1.081731,0.946514,0.004702,12240400,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/2/1980,1.091747,1.111779,1.089243,0.946514,0.004755,8761000,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/3/1980,1.104267,1.111779,1.101763,0.946514,0.004766,8756000,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/4/1980,1.106771,1.119291,1.101763,0.946514,0.004745,8401500,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/5/1980,1.101763,1.101763,1.076723,0.946514,0.004669,8681100,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/8/1980,1.084235,1.084235,1.049179,0.946514,0.004518,8756000,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/9/1980,1.049179,1.064203,1.044171,0.946514,0.004583,13573200,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/10/1980,1.064203,1.071715,1.061699,0.946514,0.004615,10188700,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/11/1980,1.071715,1.081731,1.069211,0.946514,0.004637,10997400,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/12/1980,1.076723,1.081731,1.074219,0.946514,0.004626,7473000,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/15/1980,1.074219,1.076723,1.061699,0.946514,0.004626,3699100,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/16/1980,1.074219,1.084235,1.056691,0.946514,0.004626,18195800,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/17/1980,1.059195,1.094251,1.059195,0.946514,0.004779,14232200,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/18/1980,1.094251,1.106771,1.086739,0.946514,0.004768,8601200,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/19/1980,1.091747,1.096755,1.081731,0.946514,0.004768,17212400,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/22/1980,1.091747,1.116787,1.086739,0.946514,0.004878,10907500,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/23/1980,1.116787,1.116787,1.094251,0.946514,0.004779,11356800,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/24/1980,1.094251,1.096755,1.076723,0.946514,0.004757,9390000,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/25/1980,1.089243,1.094251,1.081731,0.946514,0.004735,4522800,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/26/1980,1.084235,1.084235,1.074219,0.946514,0.004692,8236800,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/29/1980,1.074219,1.074219,1.044171,0.946514,0.004571,7832400,0.946514,0.946514,0.946514,0.946514,0.946514,0
9/30/1980,1.046675,1.059195,1.046675,0.946514,0.004604,5221600,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/1/1980,1.054187,1.054187,1.044171,0.946514,0.00456,16423700,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/2/1980,1.044171,1.054187,1.044171,0.946514,0.004593,7023700,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/3/1980,1.051683,1.084235,1.049179,0.946514,0.004703,5755800,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/6/1980,1.076723,1.104267,1.069211,0.946514,0.004812,7018800,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/7/1980,1.101763,1.116787,1.084235,0.946514,0.004757,8077100,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/8/1980,1.089243,1.089243,1.071715,0.946514,0.004735,26287900,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/9/1980,1.084235,1.091747,1.081731,0.946514,0.004757,7278300,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/10/1980,1.084235,1.084235,1.061699,0.946514,0.004681,8855800,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/13/1980,1.071715,1.079227,1.071715,0.946514,0.004692,5980400,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/14/1980,1.074219,1.086739,1.074219,0.946514,0.004703,15120800,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/15/1980,1.076723,1.081731,1.074219,0.946514,0.004724,7108600,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/16/1980,1.081731,1.104267,1.081731,0.946514,0.004735,12460000,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/17/1980,1.084235,1.096755,1.074219,0.946514,0.004703,4682500,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/20/1980,1.076723,1.079227,1.064203,0.946514,0.00467,5251600,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/21/1980,1.069211,1.081731,1.069211,0.946514,0.004714,10198700,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/22/1980,1.079227,1.084235,1.071715,0.946514,0.004692,7627800,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/23/1980,1.074219,1.074219,1.049179,0.946514,0.004593,9265200,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/24/1980,1.049179,1.049179,1.036659,0.946514,0.004571,11561500,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/27/1980,1.046675,1.054187,1.041667,0.946514,0.00456,11920900,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/28/1980,1.044171,1.054187,1.031651,0.946514,0.004582,11262000,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/29/1980,1.054187,1.079227,1.054187,0.946514,0.004659,8047100,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/30/1980,1.066707,1.086739,1.064203,0.946514,0.004714,5266600,0.946514,0.946514,0.946514,0.946514,0.946514,0
10/31/1980,1.079227,1.084235,1.074219,0.946514,0.004735,5411300,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/3/1980,1.084235,1.094251,1.081731,0.946514,0.004757,15120800,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/5/1980,1.111779,1.154347,1.111779,0.946514,0.004878,21485600,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/6/1980,1.111779,1.111779,1.094251,0.946514,0.00479,9934100,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/7/1980,1.096755,1.106771,1.081731,0.946514,0.004768,7582800,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/10/1980,1.091747,1.109275,1.091747,0.946514,0.004812,6195100,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/11/1980,1.106771,1.121795,1.106771,0.946514,0.004889,6624400,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/12/1980,1.119291,1.139323,1.116787,0.946514,0.004965,6304900,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/13/1980,1.139323,1.159355,1.139323,0.946514,0.005042,14911100,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/14/1980,1.154347,1.169371,1.151843,0.946514,0.005096,23227800,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/17/1980,1.166867,1.169371,1.149339,0.946514,0.005096,14012500,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/18/1980,1.174379,1.191907,1.174379,0.946514,0.005206,32273300,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/19/1980,1.194411,1.219451,1.194411,0.946514,0.005282,28154900,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/20/1980,1.209435,1.231971,1.206931,0.946514,0.005381,12495000,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/21/1980,1.241987,1.259515,1.241987,0.946514,0.005446,22199400,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/24/1980,1.246995,1.249499,1.234475,0.946514,0.005457,15435300,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/25/1980,1.249499,1.262019,1.246995,0.946514,0.005457,13608200,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/26/1980,1.249499,1.259515,1.239483,0.946514,0.005424,12035700,0.946514,0.946514,0.946514,0.946514,0.946514,0
11/28/1980,1.241987,1.246995,1.239483,0.946514,0.005413,10418300,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/1/1980,1.221955,1.221955,1.201923,0.946514,0.005271,13393500,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/2/1980,1.196915,1.196915,1.164363,0.946514,0.005293,14581600,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/3/1980,1.196915,1.204427,1.186899,0.946514,0.005305,5900500,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/4/1980,1.199419,1.231971,1.191907,0.946514,0.005437,10438300,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/5/1980,1.224459,1.224459,1.184395,0.946514,0.005238,10153700,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/8/1980,1.179387,1.179387,1.159355,0.946514,0.005161,8351600,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/9/1980,1.166867,1.171875,1.151843,0.946514,0.005161,8027100,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/10/1980,1.166867,1.171875,1.131811,0.946514,0.00505,9295100,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/11/1980,1.131811,1.131811,1.111779,0.946514,0.005006,10028900,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/12/1980,1.131811,1.149339,1.126803,0.946514,0.005072,11177100,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/15/1980,1.146835,1.159355,1.141827,0.946514,0.00505,6364800,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/16/1980,1.141827,1.164363,1.139323,0.946514,0.005138,6519600,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/17/1980,1.161859,1.166867,1.154347,0.946514,0.005138,5441300,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/18/1980,1.161859,1.169371,1.154347,0.946514,0.005105,9484800,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/19/1980,1.154347,1.164363,1.154347,0.946514,0.005138,6609400,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/22/1980,1.169371,1.204427,1.169371,0.946514,0.005316,8686100,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/23/1980,1.206931,1.219451,1.206931,0.946514,0.005371,15585000,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/24/1980,1.214443,1.216947,1.201923,0.946514,0.005338,5251600,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/26/1980,1.206931,1.216947,1.204427,0.946514,0.005382,1472600,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/29/1980,1.216947,1.229467,1.201923,0.946514,0.005327,3579300,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/30/1980,1.204427,1.211939,1.196915,0.946514,0.005327,4263200,0.946514,0.946514,0.946514,0.946514,0.946514,0
12/31/1980,1.204427,1.226963,1.204427,0.946514,0.005426,3928700,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/2/1981,1.229467,1.241987,1.229467,0.946514,0.005482,5705900,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/5/1981,1.239483,1.287059,1.236979,0.946514,0.005659,17227400,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/6/1981,1.279547,1.292067,1.274539,0.946514,0.005714,20696800,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/7/1981,1.277043,1.277043,1.257011,0.946514,0.005626,23612200,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/8/1981,1.272035,1.277043,1.252003,0.946514,0.005559,15864600,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/9/1981,1.257011,1.267027,1.249499,0.946514,0.005604,9130400,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/12/1981,1.267027,1.284555,1.264523,0.946514,0.005604,17676700,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/13/1981,1.259515,1.259515,1.236979,0.946514,0.005537,13847800,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/14/1981,1.252003,1.257011,1.221955,0.946514,0.005404,6769200,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/15/1981,1.221955,1.231971,1.216947,0.946514,0.005415,8501400,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/16/1981,1.224459,1.239483,1.219451,0.946514,0.005404,10048900,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/19/1981,1.221955,1.229467,1.214443,0.946514,0.005404,7752600,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/20/1981,1.221955,1.224459,1.184395,0.946514,0.005293,8127000,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/21/1981,1.196915,1.199419,1.186899,0.946514,0.005282,10902500,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/22/1981,1.194411,1.204427,1.191907,0.946514,0.005305,7048700,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/23/1981,1.201923,1.219451,1.201923,0.946514,0.005371,6898900,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/26/1981,1.214443,1.252003,1.211939,0.946514,0.005493,7513000,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/27/1981,1.241987,1.257011,1.239483,0.946514,0.005526,7468000,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/28/1981,1.249499,1.259515,1.244491,0.946514,0.005504,10692900,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/29/1981,1.244491,1.246995,1.226963,0.946514,0.005449,7552900,0.946514,0.946514,0.946514,0.946514,0.946514,0
1/30/1981,1.231971,1.239483,1.224459,0.946514,0.005426,5680900,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/2/1981,1.226963,1.229467,1.214443,0.946514,0.005371,5576100,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/3/1981,1.214443,1.224459,1.209435,0.946514,0.005382,10887600,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/4/1981,1.216947,1.219451,1.199419,0.946514,0.00536,9739400,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/5/1981,1.211939,1.229467,1.211939,0.946514,0.005437,9385000,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/6/1981,1.229467,1.246995,1.226963,0.946514,0.005493,8646100,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/9/1981,1.244491,1.257011,1.244491,0.946514,0.005537,8151900,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/10/1981,1.252003,1.269531,1.249499,0.946514,0.005592,10747800,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/11/1981,1.264523,1.272035,1.257011,0.946514,0.005559,6060300,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/12/1981,1.257011,1.262019,1.246995,0.946514,0.005526,5026900,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/13/1981,1.246995,1.246995,1.224459,0.946514,0.005437,10438300,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/17/1981,1.229467,1.241987,1.224459,0.946514,0.005471,4632600,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/18/1981,1.239483,1.259515,1.239483,0.946514,0.005559,7532900,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/19/1981,1.257011,1.269531,1.252003,0.946514,0.005537,6409700,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/20/1981,1.252003,1.267027,1.252003,0.946514,0.005604,6040300,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/23/1981,1.267027,1.304587,1.259515,0.946514,0.005736,14616600,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/24/1981,1.299579,1.319611,1.299579,0.946514,0.005803,16059300,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/25/1981,1.312099,1.342147,1.309595,0.946514,0.005936,13403500,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/26/1981,1.342147,1.357171,1.334635,0.946514,0.005969,24885100,0.946514,0.946514,0.946514,0.946514,0.946514,0
2/27/1981,1.349659,1.349659,1.322115,0.946514,0.005914,9040500,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/2/1981,1.324619,1.324619,1.312099,0.946514,0.00588,15045900,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/3/1981,1.314603,1.317107,1.304587,0.946514,0.005846,6544500,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/4/1981,1.307091,1.322115,1.302083,0.946514,0.00588,11027300,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/5/1981,1.314603,1.322115,1.304587,0.946514,0.005835,7542900,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/6/1981,1.304587,1.314603,1.302083,0.946514,0.005824,10573100,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/9/1981,1.302083,1.359676,1.302083,0.946514,0.006003,15894500,0.946514,0.946514,0.946514,0.946514,0.946514,0
3/10/1981,1.342147,1.357171,1.339643,0.946514,0.006026,18834800,0.946514,0.946514,0.946514,0.946514,0.946514,0
